longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.87,33.81,15.0,3082.0,536.0,1268.0,531.0,3.7604,280100.0,<1H OCEAN
-121.59,39.77,24.0,1535.0,276.0,664.0,273.0,2.3068,97300.0,INLAND
-122.55,38.07,5.0,1495.0,235.0,555.0,201.0,6.7232,345000.0,NEAR BAY
-122.19,37.79,50.0,968.0,195.0,462.0,184.0,2.9844,179900.0,NEAR BAY
-122.39,37.79,52.0,94.0,24.0,113.0,27.0,4.6563,350000.0,NEAR BAY
-121.47,38.56,52.0,889.0,162.0,273.0,145.0,3.125,85600.0,INLAND
-123.1,39.36,19.0,1056.0,248.0,611.0,226.0,1.746,105000.0,INLAND
-122.48,37.71,29.0,1048.0,150.0,455.0,152.0,6.1278,417600.0,NEAR OCEAN
-122.64,41.63,19.0,2722.0,479.0,1108.0,430.0,3.1062,100000.0,INLAND
-122.38,41.43,45.0,2245.0,448.0,1155.0,421.0,1.6509,46200.0,INLAND
-118.33,34.1,43.0,2732.0,1646.0,3049.0,1429.0,1.3157,333300.0,<1H OCEAN
-121.99,36.99,29.0,3119.0,507.0,1476.0,487.0,5.8123,281500.0,NEAR OCEAN
-121.81,38.58,17.0,1964.0,314.0,808.0,286.0,5.9629,286000.0,INLAND
-122.24,37.85,52.0,1467.0,190.0,496.0,177.0,7.2574,352100.0,NEAR BAY
-118.19,35.05,14.0,2992.0,573.0,1631.0,526.0,3.7452,83200.0,INLAND
-119.47,36.69,19.0,3351.0,589.0,1578.0,542.0,3.2917,160100.0,INLAND
-121.03,39.14,10.0,3138.0,524.0,1275.0,511.0,4.0775,164500.0,INLAND
-119.14,35.76,30.0,735.0,137.0,421.0,113.0,2.5625,156300.0,INLAND
-122.27,37.54,5.0,2140.0,420.0,990.0,394.0,6.035,438800.0,NEAR BAY
-117.09,32.98,23.0,1125.0,273.0,687.0,308.0,2.3182,268800.0,<1H OCEAN
-117.46,33.94,26.0,2481.0,620.0,2411.0,552.0,1.7059,85800.0,INLAND
