longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-121.27,37.93,24.0,1451.0,320.0,1413.0,283.0,2.125,61200.0,INLAND
-118.07,34.15,45.0,1095.0,237.0,672.0,234.0,3.4087,209200.0,INLAND
-119.79,34.44,25.0,1479.0,314.0,977.0,309.0,4.1797,271800.0,NEAR OCEAN
-116.94,32.84,32.0,1607.0,253.0,778.0,262.0,4.5278,166300.0,<1H OCEAN
-121.38,38.59,36.0,2253.0,434.0,1018.0,426.0,3.2596,98700.0,INLAND
-118.11,33.93,35.0,2670.0,493.0,1196.0,488.0,3.8427,283500.0,<1H OCEAN
-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,NEAR BAY
-117.76,33.86,14.0,3666.0,442.0,1400.0,433.0,10.1316,500001.0,<1H OCEAN
-117.33,34.15,28.0,1473.0,333.0,1196.0,312.0,1.6993,67800.0,INLAND
-121.54,36.99,27.0,2361.0,449.0,1782.0,397.0,3.2614,305000.0,INLAND
-121.43,37.73,40.0,1718.0,391.0,1312.0,388.0,2.9955,134700.0,INLAND
-116.98,33.83,15.0,2228.0,472.0,653.0,350.0,2.683,139300.0,INLAND
-120.27,36.29,11.0,1337.0,412.0,1376.0,318.0,2.4398,87500.0,INLAND
-121.42,38.54,18.0,2525.0,501.0,1726.0,468.0,2.398,87600.0,INLAND
-120.36,40.45,19.0,689.0,143.0,355.0,127.0,1.7333,70000.0,INLAND
-118.44,34.06,13.0,4833.0,1119.0,1649.0,807.0,6.2389,500001.0,<1H OCEAN
-120.01,38.91,17.0,2732.0,609.0,1005.0,499.0,1.9851,86700.0,INLAND
-122.15,38.29,17.0,1625.0,239.0,703.0,224.0,6.5891,328800.0,NEAR BAY
-119.84,36.84,12.0,2396.0,290.0,863.0,258.0,8.7716,229200.0,INLAND
-121.25,37.95,46.0,2001.0,428.0,1384.0,401.0,1.9402,62200.0,INLAND
-117.23,32.86,16.0,1200.0,468.0,648.0,443.0,3.045,100000.0,NEAR OCEAN
-117.8,33.74,30.0,3569.0,551.0,1540.0,537.0,5.2998,247200.0,<1H OCEAN
-116.9,33.98,30.0,3915.0,672.0,1820.0,643.0,3.6339,98600.0,INLAND
-121.98,37.96,22.0,2987.0,,1420.0,540.0,3.65,204100.0,INLAND
-122.27,37.54,5.0,2140.0,420.0,990.0,394.0,6.035,438800.0,NEAR BAY
-118.09,33.93,36.0,1585.0,323.0,1205.0,343.0,4.5306,183400.0,<1H OCEAN
-118.21,34.18,14.0,2672.0,335.0,1113.0,318.0,12.1579,500001.0,<1H OCEAN
-122.73,38.26,35.0,3941.0,645.0,1668.0,620.0,4.385,317700.0,<1H OCEAN
-117.22,33.31,12.0,2924.0,433.0,1193.0,394.0,6.2475,331300.0,<1H OCEAN
-117.32,34.14,32.0,1691.0,353.0,1457.0,329.0,1.8438,66600.0,INLAND
-122.27,37.85,52.0,1974.0,426.0,875.0,363.0,1.5817,153600.0,NEAR BAY
-118.17,34.86,21.0,2370.0,540.0,1488.0,554.0,2.7361,83300.0,INLAND
-117.95,33.79,34.0,2584.0,408.0,1233.0,405.0,5.6935,218300.0,<1H OCEAN
-119.78,36.78,31.0,2164.0,456.0,959.0,463.0,2.3293,73400.0,INLAND
-118.24,34.15,19.0,4852.0,1465.0,3171.0,1332.0,2.5924,192900.0,<1H OCEAN
-118.61,34.23,26.0,3727.0,572.0,1724.0,530.0,6.1419,327300.0,<1H OCEAN
-117.86,34.02,19.0,6300.0,937.0,3671.0,943.0,5.9716,262100.0,<1H OCEAN
